x,y,c
1024.7310791015625,384.10596720377595,0.7649059891700744
1002.2466430664062,432.17238362630206,0.4488622546195984
989.4523111979166,436.09471638997394,0.3026127219200134
921.7278137207031,421.37205505371094,0.0
894.2252909342448,398.3087209065754,0.0
1024.662841796875,428.2403971354167,0.7538220286369324
992.3683675130209,416.50579833984375,0.8609898090362547
933.5271809895838,339.98413085937494,0.8351947069168091
891.318115234375,481.248514811198,0.4965549409389496
882.4997965494791,474.3552551269531,0.3876268267631529
823.6422729492188,355.6875712076823,0.1498114466667175
716.7510172526041,418.43669637044286,0.3298507332801819
904.0465087890625,491.0346476236978,0.5531386137008667
864.7542724609375,349.7500406901042,0.7700838446617126
733.3412679036459,426.31494140625,0.5484076142311096
1034.55810546875,378.3123779296875,0.06448745727539062
1038.5066324869792,392.87879435221356,0.697357177734375
974.75537109375,630.3066406249999,0.0
1044.3528238932292,419.37843831380206,0.7017457485198975
677.420654296875,386.0398254394533,0.5113925933837891
680.379150390625,401.7637532552083,0.48118364810943604
714.7599690755206,440.9919942220053,0.4795438647270202
653.8826700846354,377.2270914713542,0.12250824272632595
673.5199890136719,377.6670405069987,0.0
701.9784545898438,442.94924926757795,0.138488233089447
