x,y,c
1077.7358500162761,630.1420338948568,0.25566214323043823
1103.2620442708333,602.8884073893229,0.6647173762321472
1082.6437174479167,607.7795206705729,0.49324762821197493
1074.786153157552,644.0665283203125,0.2582480907440185
1062.0559692382812,685.3010660807291,0.3132037818431854
1123.8207600911458,594.0927734375,0.6068447232246399
1118.9505208333328,596.9778238932291,0.5049054622650145
1098.3177083333337,574.4387613932291,0.5014581084251404
1138.552734375,682.3473917643229,0.7457264661788942
1118.0512288411458,685.3247680664062,0.6947849988937377
1116.9678548177083,755.9247639973959,0.6660343408584594
1115.9266357421875,840.3023681640625,0.8192321062088013
1155.2179361979167,678.4273274739584,0.6904011964797974
1188.5261637369792,754.9908447265625,0.7176591753959656
1213.0426432291667,852.1446533203125,0.8667473793029786
1079.9747517903645,612.398473103841,0.0
1079.0184122721355,627.161376953125,0.21600176393985748
1115.9664306640625,650.9525146484376,0.0
1088.5098876953125,593.062052408854,0.1630232632160187
1196.4731038411458,884.3900553385416,0.7201732993125916
1211.2377522786458,881.5152791341144,0.7406846880912781
1214.1878255208333,861.9035847981771,0.7291161417961121
1094.4353434244792,858.9774780273438,0.7531140446662902
1092.4208577473958,853.117431640625,0.7856959104537965
1117.97802734375,849.1083170572916,0.851444125175476
